"TARGET_WINS","TEAM_BATTING_2B","TEAM_BATTING_3B","TEAM_BATTING_HR","TEAM_BATTING_BB","TEAM_BATTING_SO","TEAM_BASERUN_SB","TEAM_PITCHING_H","TEAM_PITCHING_BB","TEAM_PITCHING_SO","TEAM_FIELDING_E","TEAM_FIELDING_DP","TEAM_BATTING_1B"
59,186,59,110,521,1020,110,1294,521,1020,139,142,939
75,215,57,71,426,994,134,1291,431,1006,141,156,932
62,213,50,69,455,1025,133,1260,458,1031,133,121,920
82,192,40,94,472,1022,147,1300,472,1022,145,136,974
89,208,24,171,584,977,131,1338,584,977,141,152,935
102,196,25,161,545,1024,80,1401,548,1030,118,158,1010
97,204,30,140,484,926,91,1363,506,968,136,153,930
94,216,28,147,595,919,128,1431,595,919,137,170,1040
90,205,37,132,568,876,164,1315,568,876,141,154,941
98,220,33,151,609,846,183,1376,609,846,143,140,972
63,177,37,118,519,916,177,1300,522,922,191,137,960
69,200,31,100,433,800,144,1304,433,800,179,145,973
54,188,32,108,482,751,104,1276,482,751,174,137,948
83,212,35,137,506,824,175,1424,506,824,130,115,1040
95,177,39,155,508,962,146,2009,755,1430,120,110,981
68,211,27,149,582,948,232,1286,582,948,160,140,899
74,237,28,121,524,872,235,1447,524,872,157,157,1061
77,257,29,158,568,871,145,1415,568,871,146,159,971
77,230,34,155,508,861,117,1475,508,861,140,137,1056
76,213,25,163,553,983,139,1370,553,983,135,120,969
99,220,25,127,562,855,157,1414,562,855,129,159,1042
103,209,22,164,651,992,141,1379,651,992,87,152,984
84,246,19,159,642,981,151,1342,642,981,107,150,918
96,219,24,142,707,831,143,1389,707,831,125,158,1004
68,260,21,158,622,1048,131,1408,622,1048,111,161,969
72,253,18,161,593,975,129,2038,843,1386,125,149,1002
75,257,20,190,636,1025,126,1640,716,1153,114,170,991
78,283,21,243,640,1114,58,1492,640,1114,102,195,945
65,274,23,197,642,1181,71,1451,642,1181,121,170,957
74,295,13,149,633,1122,131,1413,633,1122,141,155,956
87,287,20,235,770,1129,70,1430,770,1129,122,162,888
92,283,23,240,755,1166,40,1519,760,1173,135,165,964
102,334,22,199,640,1021,68,1469,640,1021,125,151,914
96,317,24,176,556,898,48,1398,556,898,107,145,881
91,336,15,189,608,1061,47,1545,608,1061,91,172,1005
88,310,20,155,537,819,31,1476,537,819,88,166,991
93,266,22,175,650,976,61,1429,650,976,84,173,966
76,213,143,44,720,475,315,1910,911,601,648,112,1109
69,194,97,37,443,621,165,1562,478,671,273,99,1118
91,191,85,21,474,594,237,1478,502,629,184,104,1099
109,246,83,33,321,443,390,2656,531,732,965,94,1245
92,253,151,39,232,643,355,2422,351,974,693,85,1157
80,244,110,43,323,593,329,2300,467,858,697,99,1193
76,230,98,25,454,836,341,1644,545,1003,764,94,1017
99,223,108,38,369,576,529,1794,449,702,579,66,1104
66,222,63,29,583,663,374,1592,716,814,556,97,983
56,216,56,20,302,741,350,1954,437,1072,775,92,1059
101,206,94,37,401,733,321,1971,570,1042,558,98,1050
99,281,117,62,507,456,468,2201,668,601,620,88,1211
86,188,57,20,334,604,307,1585,416,753,528,97,1007
80,274,66,56,501,450,343,2031,639,574,594,111,1196
96,272,96,28,646,498,414,1938,799,616,490,99,1171
80,213,60,25,570,487,274,1739,674,576,524,121,1173
92,238,101,53,559,545,229,1592,592,577,416,123,1112
90,309,113,100,588,421,254,2449,738,529,399,139,1428
90,319,166,51,628,310,346,2774,795,392,428,128,1656
77,292,105,61,546,370,238,2146,680,461,390,129,1264
68,261,102,49,490,367,200,2096,601,450,363,133,1296
85,259,88,36,513,415,198,1692,558,451,412,128,1173
100,257,88,33,470,363,226,1832,501,387,404,130,1341
88,220,96,34,517,439,241,1983,607,515,387,147,1339
96,224,67,28,498,635,230,1707,576,735,303,75,1156
66,130,51,6,421,569,128,1593,498,673,361,96,1160
59,223,74,14,406,376,144,1848,487,506,359,91,1229
75,209,50,13,457,687,191,1327,484,710,287,88,981
91,179,72,13,467,664,170,1352,515,718,282,115,963
87,204,72,12,351,664,210,1354,369,684,250,79,999
78,196,56,13,391,646,196,1376,414,670,255,103,1035
83,236,75,23,536,592,211,1479,568,627,273,140,1063
84,228,60,64,522,627,163,1485,556,668,246,120,1041
78,260,72,46,495,655,169,1538,528,698,246,104,1065
94,276,84,78,411,620,167,1649,441,665,229,120,1099
78,222,55,65,497,600,153,1489,523,631,341,85,1073
96,215,42,62,490,639,129,1381,522,681,230,106,977
96,236,56,44,422,605,158,1394,447,641,248,126,981
93,240,64,41,464,568,116,1433,495,605,226,119,1000
72,208,37,33,456,527,128,1773,601,694,278,120,1068
56,246,59,50,382,555,135,1665,452,656,259,132,1053
54,250,53,93,309,647,69,1674,325,681,309,134,1195
60,284,58,123,476,647,51,1723,504,685,235,161,1162
53,272,41,118,436,585,74,1690,459,615,224,181,1176
59,275,60,101,410,485,61,1679,440,520,188,180,1129
72,305,61,106,483,574,51,1792,511,608,223,156,1220
62,262,54,80,453,514,50,1703,486,551,239,164,1191
54,227,48,60,457,507,72,1645,481,533,177,160,1229
46,274,50,91,536,544,56,1586,571,580,191,182,1073
75,323,54,162,607,498,62,1898,643,527,200,162,1254
55,363,46,133,473,483,36,1973,498,508,251,178,1334
69,315,55,85,460,518,44,1662,484,545,215,157,1125
82,347,70,128,469,575,75,1780,493,605,204,140,1147
68,264,34,97,415,700,55,1643,439,741,241,154,1157
57,263,48,108,474,616,53,1702,499,648,249,151,1199
65,273,39,109,506,678,70,1661,536,718,195,166,1148
49,252,31,43,457,548,41,1537,494,592,217,146,1097
48,249,43,53,452,521,50,1544,485,559,183,143,1094
53,191,37,79,461,558,26,1373,488,591,192,144,990
45,198,40,67,474,627,68,1413,499,660,196,155,1038
45,180,40,47,421,524,40,1352,452,562,207,158,993
67,196,38,69,525,585,31,1462,552,615,197,150,1087
65,211,44,58,498,529,34,1492,527,560,187,146,1096
73,220,42,84,439,621,43,1495,462,653,155,151,1075
65,221,55,63,488,625,63,1498,513,657,160,147,1085
85,244,58,128,555,705,28,1493,584,742,166,148,989
96,237,58,131,563,599,35,1594,592,630,159,163,1089
77,209,49,114,531,552,66,1532,559,581,145,154,1084
92,249,47,98,568,562,63,1497,598,591,158,153,1029
87,240,65,121,558,628,44,1550,587,661,155,169,1047
79,256,61,107,635,652,32,1532,668,686,153,140,1032
81,224,46,123,562,797,60,1451,591,838,143,123,986
67,206,40,119,524,903,41,1369,551,950,162,139,936
62,206,46,104,471,1109,47,1366,495,1167,163,136,943
49,195,53,108,500,976,59,1400,526,1027,151,188,975
82,200,39,143,534,929,79,1428,537,935,139,168,1037
87,228,54,126,403,955,56,1390,403,955,142,147,982
92,241,51,130,440,924,30,1415,440,924,156,150,993
82,221,47,103,545,1033,79,1306,545,1033,137,174,935
76,178,30,100,462,1003,58,1253,462,1003,127,163,945
63,227,35,137,549,1130,73,1304,549,1130,136,157,905
67,209,35,123,499,1031,63,1289,499,1031,121,158,922
61,208,37,102,506,966,44,1338,525,1003,120,147,941
71,218,29,134,476,979,51,1381,476,979,134,179,1000
80,233,50,95,469,822,115,1434,469,822,148,168,1056
86,283,42,125,610,960,126,1506,610,960,152,156,1056
101,259,45,110,542,793,127,1505,542,793,115,148,1091
101,266,56,186,573,806,135,1548,573,806,120,168,1040
90,248,32,133,552,866,152,1404,552,866,104,156,991
84,250,53,119,602,764,128,1453,602,764,106,148,1031
91,272,54,117,472,708,140,1517,472,708,136,136,1074
81,248,51,147,555,1084,186,1494,555,1084,161,112,1048
75,238,47,141,527,1095,122,1343,527,1095,139,142,917
87,268,39,155,593,1161,154,1404,597,1168,138,158,933
80,248,51,169,587,1109,111,1390,587,1109,121,137,922
65,248,31,107,492,987,113,1310,495,993,146,140,916
67,215,36,123,558,926,106,1324,558,926,133,136,950
77,237,27,103,582,915,108,1410,582,915,117,150,1043
78,248,33,111,490,1026,92,1332,490,1026,116,111,940
70,255,36,118,509,1059,127,1392,509,1059,131,128,983
97,297,51,156,665,1049,91,1555,665,1049,141,123,1051
76,293,39,113,558,1002,94,2040,786,1412,132,135,1003
67,249,39,132,536,1092,117,1405,536,1092,115,145,985
75,286,36,126,508,1080,97,1482,508,1080,110,131,1034
77,302,44,161,631,1081,125,1539,631,1081,100,143,1032
65,304,40,144,611,1117,102,1386,611,1117,100,136,898
86,295,29,164,551,1125,153,1431,551,1125,91,145,943
80,327,41,166,644,1102,105,1446,648,1109,89,157,903
86,325,27,166,651,1155,72,1448,651,1155,97,146,930
86,303,23,215,645,1133,100,1505,645,1133,81,142,964
88,282,35,167,639,1083,116,1494,639,1083,90,132,1010
85,294,41,216,626,1203,92,1518,626,1203,104,153,967
84,231,140,61,533,397,251,2061,659,491,631,121,1235
85,212,143,64,521,639,174,1767,607,745,453,126,1097
51,198,96,21,268,570,371,2438,443,942,836,88,1160
45,158,75,3,215,617,337,1749,323,926,785,80,930
82,180,115,7,276,784,341,2034,403,1144,616,87,1092
95,220,114,19,565,843,307,1638,668,997,576,103,1032
72,239,102,26,417,498,289,1948,545,651,555,106,1124
80,181,59,17,235,705,347,1564,284,852,503,88,1037
27,191,51,24,486,546,248,1544,579,650,723,115,1030
85,151,114,40,461,480,235,1444,488,508,508,113,1059
102,221,159,46,674,343,264,2282,846,431,435,130,1391
87,233,109,32,461,367,315,2032,566,450,481,111,1282
83,212,118,34,486,359,273,2163,610,451,398,121,1358
74,173,134,31,444,413,210,1937,549,511,428,121,1228
79,153,96,15,368,375,117,1573,403,410,372,132,1173
92,216,117,30,381,374,203,1782,444,436,375,124,1166
105,212,107,34,450,575,237,1911,524,670,332,113,1287
120,220,111,21,434,520,259,1915,506,606,288,101,1291
105,241,127,39,421,297,199,1914,487,397,334,116,1247
92,174,108,16,414,450,188,1494,438,463,308,98,1113
102,201,96,23,404,462,214,1552,428,479,270,119,1146
98,174,71,13,449,509,172,1472,475,531,233,115,1132
96,140,82,20,493,526,278,1396,519,541,266,79,1085
103,170,103,26,442,574,196,1398,465,594,237,78,1030
117,232,98,27,511,533,197,1513,545,563,237,107,1063
91,227,88,35,463,555,157,1529,490,588,259,108,1094
100,238,138,42,451,551,190,1719,484,591,181,134,1184
85,228,94,38,425,593,197,1635,462,645,246,102,1144
73,156,83,19,438,640,155,1324,461,673,235,101,1001
77,207,96,25,441,690,191,1393,464,726,225,105,996
68,155,96,21,391,650,182,1379,411,684,274,102,1039
54,168,64,9,420,610,158,1361,442,642,264,125,1053
84,139,93,19,481,369,259,1707,623,478,232,140,1066
83,152,96,20,401,444,228,1537,467,517,186,104,1051
83,170,95,17,393,426,190,1485,413,448,196,125,1130
95,245,110,39,361,393,142,1718,382,416,181,137,1229
89,251,116,55,445,343,153,1879,468,361,197,133,1364
92,236,117,52,428,381,162,1762,450,401,188,165,1270
95,235,129,47,388,419,192,1700,411,444,194,170,1195
101,335,111,83,528,384,168,1851,559,407,237,181,1219
89,257,112,47,460,371,96,1697,487,393,233,170,1187
99,271,82,57,460,373,68,1824,484,392,197,137,1324
91,262,107,55,464,375,68,1884,495,400,214,131,1344
93,302,123,64,533,355,100,1865,564,376,192,144,1272
84,300,125,90,520,472,80,1795,547,497,227,173,1191
79,256,74,43,519,478,62,1577,546,503,203,176,1126
90,288,95,50,377,405,75,1707,397,426,195,130,1190
92,262,88,41,385,351,36,1713,405,369,175,140,1237
80,303,83,56,475,430,48,1797,513,464,157,127,1222
91,270,95,70,484,463,32,1730,512,490,201,100,1199
88,298,84,63,544,528,39,1766,572,555,209,119,1234
90,235,90,49,487,505,34,1716,512,531,190,142,1257
93,286,71,70,524,442,51,1763,566,477,176,181,1205
72,276,64,67,505,445,47,1628,535,471,178,162,1131
82,290,72,80,582,520,73,1672,612,547,228,168,1147
85,245,68,59,575,543,62,1568,605,571,204,137,1119
73,191,54,60,592,591,45,1519,652,651,201,142,1073
84,252,77,44,603,595,67,1551,634,626,179,167,1101
95,263,85,74,607,652,92,1616,643,690,202,129,1104
86,272,59,76,621,505,85,1577,653,531,187,148,1092
66,212,55,63,623,584,50,1439,655,614,194,134,1038
65,227,46,164,639,723,32,1533,672,761,157,138,1020
87,201,57,114,610,608,72,1536,642,640,142,158,1088
75,201,43,133,576,583,50,1494,606,613,139,182,1043
60,240,62,146,597,734,46,1574,632,777,144,175,1039
67,229,59,144,586,647,31,1518,616,681,179,187,1011
53,187,52,104,551,752,43,1435,580,791,171,146,1021
56,190,60,80,595,775,22,1394,626,815,182,143,995
69,209,60,116,403,791,25,1483,424,832,170,147,1025
65,243,63,97,393,771,48,1601,413,811,179,150,1119
88,241,72,141,417,792,32,1534,439,833,140,182,1004
82,242,44,118,465,752,34,1564,489,791,162,174,1083
79,244,60,135,450,758,27,1602,473,797,158,199,1084
94,241,65,109,435,841,50,1486,438,846,153,178,1062
74,181,49,108,454,940,57,1385,454,940,182,195,1047
80,225,54,121,408,970,39,1469,408,970,177,179,1069
90,217,57,111,419,1008,51,1506,419,1008,152,189,1121
92,238,66,158,405,1011,64,1586,405,1011,141,215,1124
81,193,62,91,387,914,79,1585,387,914,141,186,1239
80,180,44,80,422,953,130,1404,422,953,139,162,1100
88,220,52,119,454,944,74,1557,454,944,155,169,1166
97,223,61,154,469,919,65,1555,469,919,133,164,1117
100,262,49,115,422,910,51,1644,441,951,142,179,1147
80,257,44,154,432,842,23,1465,432,842,151,156,1010
88,238,46,114,514,828,55,1560,514,828,162,154,1162
93,257,47,139,471,837,49,1462,474,842,152,148,1010
92,249,56,110,433,807,130,1499,433,807,163,142,1084
89,240,54,116,483,879,214,1408,486,884,167,134,989
98,264,52,148,483,855,180,1541,483,855,134,163,1077
83,249,38,116,452,760,209,1469,452,760,137,154,1066
73,280,48,87,442,785,194,2320,702,1247,137,168,1046
84,272,40,134,447,862,161,1535,447,862,145,133,1089
84,238,29,121,497,873,124,1460,497,873,115,165,1072
57,253,28,80,517,847,111,1356,520,852,134,128,987
64,273,33,111,569,929,152,1366,569,929,142,134,949
80,282,45,131,535,914,140,1464,535,914,123,147,1006
74,263,53,95,563,914,155,1334,563,914,160,130,923
95,288,42,138,582,914,137,1395,582,914,134,125,927
98,259,50,126,620,901,124,1433,620,901,120,134,998
96,272,54,106,569,872,110,1409,569,872,101,144,977
75,267,50,110,536,972,92,1482,536,972,105,161,1055
73,319,33,138,510,989,126,1509,510,989,128,144,1019
79,291,52,129,481,1161,160,1440,481,1161,131,149,968
78,284,40,172,577,1204,113,1435,581,1211,148,175,930
62,256,25,161,467,1106,93,1333,467,1106,133,168,891
72,265,20,143,540,1116,87,1316,543,1123,116,178,880
75,275,45,163,529,1049,86,1492,529,1049,123,159,1009
67,292,38,139,471,1092,73,1445,471,1092,117,193,976
67,286,17,141,459,1200,68,1462,459,1200,104,168,1018
100,220,66,15,172,359,277,2949,332,692,689,102,1228
91,278,71,21,282,413,299,2901,544,797,750,127,1134
100,233,102,21,197,492,317,2887,380,949,716,129,1141
96,312,98,35,246,511,312,2736,407,845,693,100,1210
122,221,62,30,434,678,274,2066,628,981,576,112,1115
78,168,44,9,390,633,289,1779,574,932,676,102,987
81,168,82,40,573,692,399,1799,737,890,535,98,1109
52,180,42,99,423,1143,45,1203,423,1143,155,140,882
63,208,36,172,500,1164,60,1353,500,1164,157,159,937
61,185,31,97,441,972,70,1266,444,978,162,145,945
61,178,40,108,431,1033,83,1324,456,1094,152,155,924
60,198,26,112,401,966,88,1330,401,966,170,152,994
60,196,27,99,564,900,85,1239,564,900,170,126,917
71,215,22,78,506,754,85,1324,506,754,188,163,1009
73,216,37,64,488,716,92,1327,488,716,141,148,1010
69,245,49,120,602,1057,133,1397,602,1057,189,142,983
84,208,42,75,536,848,152,1349,536,848,160,171,1024
73,195,43,67,563,791,239,1410,563,791,131,157,1105
60,250,52,47,458,773,122,2088,675,1138,150,172,1069
81,217,52,81,429,877,165,1435,429,877,152,142,1085
81,207,34,93,482,822,179,1384,482,822,129,135,1050
92,207,42,109,472,810,152,1425,472,810,138,144,1067
83,241,28,109,513,809,60,1405,513,809,124,158,1027
65,209,48,113,577,992,198,1419,577,992,146,135,1049
84,206,35,95,497,898,124,1341,500,904,117,148,997
89,215,32,120,552,1013,136,1360,552,1013,152,147,993
75,243,35,123,509,902,138,1429,509,902,141,141,1028
84,204,36,121,501,1069,101,1321,501,1069,113,130,960
82,255,30,135,453,864,69,1396,453,864,115,127,976
61,239,28,153,443,1046,92,1386,443,1046,160,129,966
79,260,23,131,503,981,140,1702,566,1104,122,146,1099
91,285,24,147,601,1014,109,1499,601,1014,118,136,1043
76,275,16,152,604,1129,140,1519,604,1129,125,132,1076
98,292,30,167,604,1072,79,1390,604,1072,104,155,901
74,256,22,153,631,1169,174,1360,631,1169,129,151,929
79,273,26,161,678,1273,129,1379,678,1273,145,127,919
66,243,29,136,547,1062,71,1393,547,1062,128,162,985
64,257,32,128,565,1073,76,1442,565,1073,102,141,1025
87,304,32,139,566,910,52,1521,566,910,108,146,1046
88,298,38,161,564,1104,123,1465,564,1104,92,138,968
64,218,33,133,426,769,110,1398,426,769,147,162,1014
57,232,37,98,529,711,125,1361,536,720,143,176,977
67,250,52,132,515,725,126,1490,515,725,141,170,1056
59,211,35,104,483,727,116,1359,483,727,149,189,1009
65,220,19,132,489,822,149,2099,727,1222,135,181,1041
76,259,33,130,456,806,131,1431,456,806,138,158,1009
60,247,31,111,460,840,144,1280,460,840,134,159,891
74,244,34,129,519,871,116,1429,519,871,126,143,1022
74,277,38,171,564,942,94,1410,564,942,122,156,924
67,243,41,158,572,1148,93,1392,572,1148,156,191,950
78,282,48,161,500,863,174,1499,500,863,121,150,1008
68,273,27,149,464,792,96,1415,467,797,124,169,957
73,237,29,134,489,838,81,1417,489,838,143,168,1017
77,251,26,107,596,749,105,1419,596,749,130,152,1035
83,268,29,126,588,811,97,1400,588,811,110,187,977
64,278,24,149,474,841,100,1466,474,841,112,170,1015
82,272,24,161,624,901,91,1429,624,901,90,173,972
71,305,26,221,538,943,69,2187,778,1364,137,148,960
88,308,22,203,613,973,123,1718,685,1087,116,121,1005
86,345,19,247,674,1059,91,1645,678,1066,111,156,1024
90,312,21,264,626,1110,89,1574,626,1110,123,143,977
76,323,28,235,561,1088,116,1573,564,1095,126,140,977
79,263,21,244,610,1095,130,1499,610,1095,113,180,971
91,300,26,198,775,1073,122,1481,775,1073,99,178,957
116,310,38,169,614,989,174,1637,614,989,83,137,1120
93,285,31,152,629,1003,137,1531,629,1003,88,134,1063
93,290,33,139,586,989,108,1509,586,989,65,159,1047
63,276,20,136,492,1058,110,1544,492,1058,103,140,1112
69,289,34,130,466,986,102,1408,466,986,86,144,955
78,266,42,172,404,974,106,1540,404,974,88,150,1060
78,235,116,41,214,501,343,2563,361,845,790,88,1127
123,217,119,23,320,451,243,2269,463,652,479,110,1210
102,238,93,29,323,558,211,2143,440,760,489,119,1214
90,220,122,63,475,429,547,2184,626,565,566,76,1253
104,161,94,68,334,564,388,1757,413,697,532,90,1098
107,267,99,67,692,496,375,2181,890,638,561,115,1263
78,257,110,31,433,592,357,1912,535,732,544,97,1148
87,232,88,56,538,484,275,1915,660,594,471,120,1184
76,186,91,42,547,503,323,1527,587,540,606,108,1104
83,223,124,75,619,342,367,2145,760,420,530,115,1326
108,242,118,53,584,266,392,2178,717,326,544,109,1362
82,236,111,40,561,361,361,2024,694,446,542,107,1250
79,197,108,49,543,335,339,2115,671,414,451,116,1356
103,232,104,38,500,404,406,2216,618,500,491,106,1418
83,205,93,37,462,402,231,1659,499,434,483,122,1201
65,174,70,25,418,389,253,1669,451,420,468,121,1276
70,208,72,27,433,403,277,1815,508,473,515,146,1239
61,197,54,22,358,680,157,1713,423,804,406,96,1176
57,175,41,10,300,631,223,1544,357,752,393,124,1070
98,211,57,23,442,437,308,1752,515,539,334,101,1212
112,214,69,33,460,538,300,1510,487,554,306,98,1110
111,202,93,41,547,465,308,1561,579,484,268,98,1138
102,173,56,16,600,583,307,1382,639,613,243,90,1052
103,191,45,21,520,521,190,1482,547,535,261,83,1152
97,183,72,28,561,483,248,1488,594,497,323,105,1122
96,215,87,33,591,514,297,1539,622,541,297,123,1128
105,238,109,43,561,536,367,1568,594,568,266,91,1091
111,248,95,50,551,533,342,1670,591,572,300,132,1164
108,241,76,32,473,534,315,1621,504,569,269,114,1172
88,234,62,32,470,504,251,1508,494,530,266,125,1106
74,208,72,26,336,583,165,1490,358,621,273,127,1092
92,200,79,45,379,595,220,1483,404,634,231,115,1067
103,179,75,41,392,561,170,1505,412,590,219,128,1136
93,196,69,17,354,477,170,1845,462,623,199,102,1130
101,236,74,46,380,471,182,1679,440,545,249,111,1095
90,221,80,48,454,573,138,1579,478,603,220,144,1152
98,266,95,84,471,443,122,1838,495,466,204,153,1302
101,263,80,90,516,430,112,1805,546,455,186,149,1272
98,285,86,101,494,507,87,1832,523,537,197,169,1258
92,255,65,122,438,527,84,1712,467,562,211,137,1164
79,230,62,78,364,451,101,1652,391,484,200,161,1170
97,264,65,115,485,486,77,1764,510,511,205,168,1233
98,290,62,124,467,396,65,1770,491,417,187,184,1207
90,269,50,146,517,435,91,1835,555,467,170,175,1245
92,278,87,150,444,402,62,1958,467,423,173,173,1346
93,268,68,108,408,421,88,1765,435,449,169,134,1212
76,277,57,122,366,411,33,1689,385,432,201,150,1150
97,217,44,87,402,508,33,1633,428,541,190,166,1184
98,254,43,133,430,557,20,1664,455,590,190,149,1142
96,263,59,130,415,507,34,1803,439,537,184,137,1251
97,249,50,102,453,475,33,1692,477,500,177,173,1207
101,268,44,118,439,524,48,1686,468,558,169,152,1152
90,227,39,135,502,570,33,1661,542,616,181,159,1137
83,226,41,124,534,535,28,1606,573,574,164,163,1106
77,214,49,97,483,509,48,1617,515,542,148,141,1157
78,263,37,101,534,548,38,1570,565,580,169,152,1082
91,173,37,116,595,545,42,1503,634,581,146,136,1084
58,162,35,86,508,498,37,1468,538,527,177,148,1103
70,201,49,98,539,505,41,1547,567,531,188,135,1123
83,187,37,122,534,487,41,1635,569,519,177,119,1188
64,185,39,127,560,574,48,1467,589,604,167,127,1044
85,231,50,232,520,598,31,1600,547,629,163,143,1008
82,221,52,173,630,682,54,1496,663,717,164,141,976
77,214,55,155,645,550,45,1531,679,579,171,141,1031
101,207,55,185,692,644,57,1486,714,665,175,181,993
97,196,59,159,564,707,32,1479,593,744,161,184,992
74,205,47,185,525,640,33,1606,552,673,158,159,1090
102,204,44,196,549,590,32,1534,578,621,162,181,1014
84,182,36,178,523,611,40,1524,550,643,148,174,1053
70,202,47,153,423,693,70,1403,445,729,151,150,932
73,180,57,165,470,704,67,1493,494,741,169,189,1017
84,263,44,179,559,859,67,1548,588,904,160,164,986
87,251,37,176,498,920,85,1524,524,968,160,124,985
83,231,65,137,491,890,90,1501,517,936,174,123,994
89,230,34,193,532,804,83,1526,560,846,140,133,994
88,206,35,197,441,889,55,1442,441,889,156,113,1004
90,185,38,165,505,900,64,1360,505,900,159,136,972
95,169,43,159,476,844,47,1384,476,844,148,124,1013
94,196,31,182,417,865,29,1391,420,870,169,132,973
91,201,39,140,520,978,22,1354,520,978,134,149,974
88,162,33,108,508,904,50,1301,508,904,162,125,998
90,187,28,136,711,1054,71,1325,711,1054,169,155,974
86,257,35,165,729,1005,83,1460,729,1005,170,153,1003
90,224,36,140,654,1042,101,1348,654,1042,177,153,948
72,221,38,157,502,1008,129,1399,525,1054,161,126,923
88,212,52,161,590,913,112,1452,590,913,163,138,1027
72,228,38,93,548,869,107,1380,548,869,175,153,1021
80,236,45,85,608,780,100,1430,612,785,146,165,1055
74,211,37,85,518,778,88,1340,518,778,183,153,1007
89,240,41,117,554,814,87,1331,554,814,146,118,933
71,192,36,125,580,925,140,1328,580,925,161,138,975
82,235,38,92,563,792,130,2004,822,1156,144,149,1008
87,213,30,133,607,915,130,1393,607,915,173,125,1017
79,206,30,142,619,990,140,1324,619,990,171,109,946
62,217,31,115,488,962,99,1263,488,962,144,134,900
83,269,29,114,536,1087,148,1394,536,1087,143,149,982
90,274,32,205,511,1094,126,1458,511,1094,129,183,947
83,227,44,113,550,1023,121,1353,550,1023,129,145,969
92,241,52,141,508,1071,87,1365,508,1071,113,135,931
85,221,35,152,488,973,109,1459,488,973,107,148,1051
72,220,36,105,435,1067,112,1330,435,1067,111,174,969
103,269,33,168,516,930,120,1534,516,930,101,169,1064
77,224,45,173,513,1013,161,1912,723,1427,96,159,915
75,258,37,171,531,1193,155,1590,597,1342,119,160,947
68,245,21,153,615,1189,113,1400,615,1189,134,165,981
90,266,37,172,642,1120,121,1415,642,1120,120,157,940
88,290,26,160,674,1034,101,1522,670,1028,100,156,1055
86,307,18,188,696,1028,109,1507,696,1028,105,150,994
97,304,44,226,709,1032,79,1535,709,1032,93,173,961
90,304,40,235,625,1090,57,1493,625,1090,118,170,914
96,302,35,199,620,967,74,1483,624,973,91,167,938
101,283,29,181,597,986,53,1458,601,992,80,164,956
91,314,33,183,705,874,43,1500,705,874,101,153,970
75,299,26,128,431,901,71,1427,431,901,90,146,974
76,299,52,164,497,897,58,1436,500,903,92,133,912
67,207,70,28,540,710,121,1443,579,762,289,101,1040
92,209,85,24,606,528,205,1487,637,555,218,117,1096
135,371,59,46,259,777,377,2570,371,1114,794,100,1317
54,182,32,12,321,618,254,1866,482,927,597,107,1018
57,243,61,40,312,871,207,1765,414,1157,600,112,985
75,176,83,22,227,458,359,2720,460,927,903,83,1062
107,195,76,12,207,397,270,2438,342,656,641,103,1192
101,229,91,17,263,513,327,2260,398,777,740,95,1156
114,191,82,25,338,408,232,2048,489,590,551,112,1118
108,240,99,23,466,495,392,1854,543,577,576,97,1229
114,313,94,47,530,408,697,2232,636,490,577,64,1406
110,179,56,43,492,625,562,1712,590,750,516,74,1149
108,253,77,70,592,572,403,1889,710,686,526,105,1174
93,212,87,57,565,584,366,1856,673,696,562,108,1202
101,201,61,69,744,524,337,1887,886,624,555,127,1253
60,149,57,49,656,530,226,1385,708,572,489,128,1027
70,187,120,12,643,308,307,1940,789,378,488,116,1262
48,192,109,47,475,345,254,2055,587,427,470,124,1314
50,167,97,46,414,374,231,1804,516,466,430,117,1138
36,184,83,38,438,388,213,1953,542,480,464,128,1274
42,161,59,14,414,434,112,1504,447,469,419,137,1159
90,185,94,50,502,281,225,1742,539,301,428,130,1295
75,163,94,42,470,368,281,1901,544,426,383,84,1344
88,216,109,45,363,625,220,1915,420,723,353,125,1285
68,140,45,12,330,530,191,1792,399,641,390,129,1285
51,163,77,9,328,468,202,1645,388,573,380,131,1142
79,184,69,25,361,577,209,1430,380,587,323,87,1081
61,147,89,21,411,552,170,1388,432,566,288,87,1062
56,148,75,11,390,573,119,1394,421,607,294,99,1057
55,128,54,20,330,646,132,1303,349,658,371,111,1029
52,141,60,18,297,731,158,1222,312,742,367,72,943
58,158,60,16,605,505,172,1411,645,523,342,96,1090
67,177,74,16,694,615,190,1365,735,651,272,115,1022
82,216,94,28,644,707,190,1531,700,769,285,115,1070
67,201,82,29,538,656,204,1531,570,695,288,120,1134
55,164,78,16,487,619,185,1433,526,669,237,122,1069
86,215,69,35,471,654,216,1400,499,692,253,115,1003
76,168,97,21,484,697,172,1454,512,738,249,115,1087
64,164,78,26,355,689,193,1371,376,730,289,131,1027
87,169,99,28,383,695,169,1444,408,741,236,163,1059
64,193,61,21,359,494,175,1642,425,584,257,132,1114
79,250,101,34,392,509,133,1759,412,535,269,143,1287
92,275,93,88,404,479,100,1833,428,507,232,138,1275
89,295,93,113,470,447,77,1808,494,470,251,128,1218
84,290,80,67,464,472,94,1774,491,500,244,149,1238
68,284,92,70,402,440,90,1718,423,463,201,170,1187
82,309,85,115,472,438,74,1785,500,464,216,165,1177
97,280,84,89,512,541,116,1625,542,573,226,180,1082
100,307,74,119,598,461,86,1665,629,485,160,141,1083
